contigName	contigLen	totalAvgDepth	D3DNA_map_sorted.bam	D3DNA_map_sorted.bam-var
k105_34641	1101	13.3323	13.3323	18.7675
k105_12881	1858	50.3577	50.3577	117.338
k105_12882	1312	31.7186	31.7186	103.389
k105_154102	1955	19.3601	19.3601	54.481
k105_154107	1133	63.0793	63.0793	238.332
k105_2262	1524	16.2089	16.2096	21.2947
k105_2266	2096	16.3525	16.3525	20.7003
k105_99465	2105	12.0199	12.0199	9.58458
k105_23691	2038	17.1144	17.1144	20.7998
k105_99467	1217	9.25961	9.25961	11.7158
k105_23695	1180	7.93981	7.93981	6.06442
k105_99468	1991	11.9049	11.9049	17.4111
k105_77670	4774	12.5324	12.5324	22.5359
k105_45192	2332	8.89001	8.89001	7.72106
k105_45193	1205	9.08436	9.08436	8.68639
k105_45196	1020	15.1069	15.1069	32.2084
k105_77676	2876	22.8797	22.8797	95.0686
k105_77677	1039	10.9483	10.9483	10.4545
k105_45197	1166	104.414	104.414	787.132
k105_121472	1171	9.15083	9.15083	10.5733
k105_110377	1324	36.2615	36.2615	56.8856
k105_110382	2139	286.678	286.678	6398.83
k105_132001	15062	27.5135	27.5135	71.9824
k105_56137	1248	14.0865	14.0865	9.36444
k105_12884	1181	10.9767	10.9767	16.5917
k105_34655	3793	16.9443	16.9443	45.1725
k105_154113	6206	25.5796	25.5796	65.2386
k105_2272	2385	11.5821	11.5821	11.2406
k105_88779	6374	19.1407	19.1407	33.9669
k105_99469	1435	48.4693	48.4693	101.232
k105_23699	1510	12.3801	12.3801	14.1711
k105_99477	1317	28.7686	28.7686	122.607
k105_23709	1333	78.563	78.563	121.008
k105_77688	1605	19.901	19.901	47.7673
k105_143079	12795	31.7463	31.7463	52.3116
k105_121480	1312	8.62134	8.62134	12.3148
k105_143082	1194	7.091	7.091	5.73187
k105_121481	2980	72.5424	72.5424	411.091
k105_143086	1638	11.2191	11.2191	16.0555
k105_121484	1234	17.9982	17.9982	82.9417
k105_110386	2081	25.7105	25.7105	79.304
k105_67018	16538	27.0952	27.0952	40.4273
k105_132009	2746	11.7835	11.7835	7.8614
k105_56150	2302	17.9484	17.9484	44.9771
k105_132016	1577	17.5606	17.5606	41.4694
k105_12900	1685	55.1466	55.1466	379.471
k105_34662	1094	11.1303	11.1303	3.13783
k105_34665	1988	15.0076	15.0076	32.7893
k105_164705	1268	12.0564	12.0564	15.1239
k105_154115	3081	93.1054	93.1054	3691.56
k105_154116	2433	25.3377	25.3377	86.8155
k105_164709	4254	17.9715	17.9715	44.8811
k105_154118	1171	14.904	14.904	33.7124
k105_88786	1306	36.3426	36.3426	70.615
k105_2280	3169	26.6426	26.6426	35.68
k105_2282	3066	58.8368	58.8368	151.758
k105_2284	1027	9.97606	9.97606	4.85903
k105_23710	1437	65.3077	65.3077	183.397
k105_99490	1227	6.37883	6.37976	2.50531
k105_23712	3899	13.5476	13.5476	12.6919
k105_99491	1035	8.3887	8.3887	6.74013
k105_45206	4199	11.7049	11.7049	10.7897
k105_77692	1123	14.2086	14.2086	34.8875
k105_77693	1029	9.63026	9.63026	3.67065
k105_45210	1059	24.7437	24.7437	90.9288
k105_45214	1069	26.3732	26.3732	264.454
k105_77695	1433	12.251	12.251	10.7138
k105_143088	1197	52.4852	52.4852	273.153
k105_121485	1349	12.4979	12.4979	16.1016
k105_121490	2692	11.5905	11.5905	7.76413
k105_110392	1140	18.7434	18.7434	51.8876
k105_67027	1118	17.0227	17.0227	87.592
k105_56153	2672	10.2026	10.2026	10.2084
k105_56155	1044	13.2159	13.2159	8.15375
k105_56158	1225	21.3619	21.3619	29.0058
k105_56160	2284	13.1284	13.1284	11.84
k105_34669	1091	16.3262	16.3262	16.8009
k105_12914	1759	13.4779	13.4779	15.8517
k105_12915	1562	266.676	266.676	311.892
k105_164711	1325	10.0434	10.0434	10.8337
k105_154122	4466	18.3663	18.3663	35.1286
k105_164721	1957	16.9308	16.9308	46.0611
k105_88799	1053	10.4341	10.4341	7.11066
k105_2286	1119	11.387	11.387	8.98333
k105_2293	1131	9.38328	9.38328	3.94273
k105_99492	2310	225.216	225.216	1930.33
k105_23717	1121	12.5644	12.5644	12.1513
k105_99495	2982	31.8079	31.8079	84.9704
k105_77699	1194	11.9224	11.9224	25.4312
k105_45219	1237	9.68629	9.68629	10.1013
k105_45221	2783	25.7725	25.7725	50.5398
k105_77706	1672	10.5499	10.5499	10.5803
k105_45223	1431	9.80874	9.80874	12.0314
k105_121491	1282	19.0557	19.0557	133.753
k105_121496	4735	12.7621	12.7621	12.2856
k105_67031	2654	67.8942	67.8942	338.825
k105_110408	1057	11.4906	11.4906	11.1133
k105_67035	1661	11.3746	11.3746	16.445
k105_132031	1420	11.8772	11.8772	8.61694
k105_132034	1332	8.38325	8.38325	6.77337
k105_56163	3534	22.2125	22.2125	27.7926
k105_34673	6815	34.946	34.946	99.2663
k105_34675	1509	13.376	13.376	24.4011
k105_56172	1736	13.7919	13.7919	16.5788
k105_34676	1851	32.0082	32.0082	72.4517
k105_56175	1292	10.4755	10.4755	10.204
k105_34677	1001	8.63807	8.63807	4.1677
k105_34678	1364	10.4061	10.4061	6.06659
k105_56176	2252	8.74263	8.74263	5.41158
k105_34683	2337	41.7837	41.7837	109.679
k105_56187	1003	12.9168	12.9168	15.6585
k105_164727	1465	10.2624	10.2624	5.87097
k105_56196	1082	11.4399	11.4399	9.55491
k105_56197	1085	7.87166	7.87166	4.59591
k105_164730	3560	18.8721	18.8721	29.9345
k105_164733	1514	9.94208	9.94208	10.7252
k105_2300	1386	39.5615	39.5615	579.6
k105_23720	5482	17.9214	17.9214	24.7207
k105_154124	3171	224.657	224.657	8321.72
k105_154131	1035	20.6814	20.6814	69.9823
k105_23724	2210	10.966	10.966	19.0498
k105_154135	1300	19.1183	19.1183	18.5604
k105_23726	4071	12.4978	12.4978	13.4874
k105_132037	3534	17.0532	17.0532	29.9327
k105_132039	1287	20.4028	20.4028	51.1141
k105_88816	7253	24.2075	24.2075	45.8603
k105_88820	2094	39.5489	39.5489	170.298
k105_99497	1256	31.9114	31.9114	338.658
k105_164736	1215	20.0385	20.0385	68.364
k105_45228	1532	14.5933	14.5933	45.5594
k105_164741	1341	17.0647	17.0647	56.5593
k105_45231	1670	15.3388	15.3388	24.5586
k105_164745	1624	11.1533	11.1533	13.4347
k105_110410	5167	12.4024	12.4024	15.0917
k105_45234	1227	14.7419	14.7419	9.8813
k105_99505	1135	72.2051	72.2051	658.503
k105_110423	1333	23.7396	23.7396	96.5752
k105_110424	1332	12.4738	12.4738	29.2282
k105_67044	1545	12.4667	12.4667	76.8397
k105_154145	1124	12.3635	12.3635	7.05175
k105_67047	1703	8.73793	8.73793	8.04918
k105_12922	3064	15.3665	15.3665	19.3602
k105_45235	1504	259.919	259.919	8156.94
k105_12923	1120	15.6825	15.6825	26.4542
k105_45242	2101	14.8252	14.8252	8.94528
k105_12930	1629	26.4922	26.4922	128.232
k105_23732	1101	34.0011	34.0011	254.155
k105_77715	1687	9.81653	9.81653	5.2801
k105_12935	1281	17.6508	17.6508	35.5514
k105_12936	1270	28.4607	28.4607	49.0512
k105_99520	3833	15.9457	15.9457	31.7537
k105_34686	2795	28.369	28.369	62.3894
k105_77717	1006	11.5479	11.5479	33.5417
k105_77721	2341	29.6472	29.6472	37.466
k105_77722	1068	25.2407	25.2407	50.6585
k105_34696	2004	63.6882	63.6882	1219.2
k105_132053	1221	7.33707	7.33707	7.63115
k105_154148	10413	23.5538	23.5538	37.3836
k105_110426	1125	12.1713	12.1713	14.8628
k105_110427	2207	28.3923	28.3923	49.0604
k105_121498	3158	14.5821	14.5821	25.5904
k105_88821	2572	73.2742	73.2742	427.729
k105_67064	1566	14.1893	14.1893	20.9494
k105_88829	1894	25.2236	25.2236	79.8119
k105_2303	12004	26.1573	26.1573	38.4337
k105_99523	2563	11.3029	11.3029	7.59851
k105_2315	1055	26.7238	26.7238	29.6426
k105_45250	1109	10.1199	10.1199	19.1391
k105_45252	1220	12.6121	12.6121	9.71004
k105_77729	2707	12.4994	12.4994	17.2547
k105_23744	4143	27.8415	27.8415	107.495
k105_121503	2678	23.5534	23.5534	116.823
k105_34698	1370	13.0828	13.0828	53.0309
k105_121505	1283	21.4166	21.4166	98.5521
k105_34701	1443	8.67981	8.67981	15.0135
k105_34703	1310	24.6129	24.6129	66.3858
k105_132061	3242	28.7739	28.7739	98.5986
k105_132064	1932	16.862	16.862	62.5836
k105_88832	4412	27.1673	27.1673	63.7295
k105_132065	1154	12.9213	12.9213	16.3876
k105_56208	1391	10.0903	10.0903	14.1467
k105_56209	1191	9.63977	9.63977	6.14804
k105_67067	4336	28.9496	28.9496	87.6158
k105_67068	1258	24.7428	24.7428	70.7947
k105_2316	1349	7.36113	7.36113	5.44794
k105_2320	1463	10.0868	10.0868	17.9925
k105_99544	1322	8.71928	8.71928	11.7171
k105_99546	1455	11.8299	11.8299	7.31612
k105_45256	1279	16.5686	16.5686	29.8288
k105_45257	1047	18.5507	18.5507	78.54
k105_45263	1232	9.22458	9.22458	12.154
k105_77731	2508	51.8032	51.8032	906.504
k105_23751	1582	10.7179	10.7179	15.8798
k105_77735	4203	26.4594	26.4594	43.5786
k105_12955	1478	11.1521	11.1521	15.0334
k105_154166	1007	76.035	76.035	1974.46
k105_154167	1883	39.5182	39.5182	132.54
k105_12958	4403	34.4985	34.4985	72.1633
k105_154169	1187	9.44262	9.44262	6.49402
k105_34708	1191	17.1105	17.1105	75.8907
k105_121514	3329	26.0519	26.0519	76.2945
k105_34712	1079	11.1636	11.1636	11.6284
k105_121517	2478	37.8604	37.8604	87.4118
k105_132067	1420	239.71	239.71	603.722
k105_88834	3661	17.3116	17.3116	32.1123
k105_132072	1166	10.8386	10.8386	9.88723
k105_88836	1004	18.0293	18.0293	63.2404
k105_132079	1255	10.3222	10.3222	5.87437
k105_88840	1909	11.3786	11.3786	8.04085
k105_110451	2631	24.3986	24.3986	44.1325
k105_56222	1734	51.5631	51.5631	596.955
k105_110452	1617	26.3395	26.3395	83.3909
k105_67073	1305	27.3593	27.3593	61.0398
k105_67078	1560	13.1986	13.1986	19.847
k105_99548	2248	24.5701	24.5701	42.1831
k105_2332	1614	12.998	12.998	15.1476
k105_99551	1377	12.524	12.524	12.1713
k105_45266	1684	19.9478	19.9478	33.996
k105_45267	1557	10.1059	10.1059	12.456
k105_23759	1660	8.61258	8.61258	7.95917
k105_23762	1008	8.53147	8.53147	7.5305
k105_77741	1399	14.6685	14.6685	37.4269
k105_23763	1505	25.0362	25.0362	51.7941
k105_77746	1157	10.9156	10.9156	23.6878
k105_12960	3443	309.177	309.177	961.511
k105_154176	4274	13.1081	13.1081	19.0637
k105_121519	1072	13.6399	13.6399	40.9907
k105_34726	1985	140.171	140.171	11419.4
k105_88843	4858	38.8539	38.8541	103.523
k105_110453	2458	160.589	160.589	16545.6
k105_56228	2346	11.3415	11.3415	17.0707
k105_110454	1026	58.2831	58.2831	280.144
k105_56229	2004	11.2319	11.2319	8.94664
k105_110456	1659	11.5693	11.5693	11.7083
k105_67081	2680	67.8711	67.8711	222.5
k105_67082	1041	13.0943	13.0943	27.8496
k105_67085	1375	8.44653	8.44653	7.4009
k105_67088	1668	23.0145	23.0145	22.7723
k105_99553	2512	12.8755	12.8755	19.6211
k105_2347	1552	13.7325	13.7325	10.1218
k105_99556	1242	14.5421	14.5421	20.2301
k105_164768	13331	247.832	247.832	937.655
k105_77747	1078	11.1347	11.1347	10.5158
k105_23768	1270	36.0821	36.0821	253.932
k105_77749	1375	12.809	12.809	15.2004
k105_77751	3041	19.3649	19.3653	58.4661
k105_77752	1012	12.8086	12.8086	14.4082
k105_23773	4392	10.7916	10.7916	9.97351
k105_23774	1007	67.9615	67.9615	65.9251
k105_45279	11058	29.9481	29.9481	64.3575
k105_23780	1417	12.9392	12.9392	19.6811
k105_154178	4406	62.75	62.75	281.885
k105_154179	1431	14.5254	14.5254	25.8492
k105_121533	1717	20.3535	20.3535	78.3605
k105_88847	2361	13.8788	13.8788	20.3349
k105_88849	1145	22.1869	22.1869	176.265
k105_88850	1099	11.922	11.922	11.0615
k105_34736	2184	288.144	288.144	1684.36
k105_56245	2307	9.87112	9.87112	13.0169
k105_34740	1830	27.1881	27.1881	154.091
k105_132087	6525	17.6119	17.6121	25.4203
k105_99562	1118	18.251	18.251	38.5151
k105_67090	2253	23.7556	23.7556	30.7319
k105_99571	1067	7.57034	7.57034	8.4069
k105_67095	5181	15.714	15.714	25.7405
k105_2354	2522	14.7648	14.7648	20.0813
k105_164773	1165	7.9734	7.9734	4.2488
k105_164775	1336	12.5927	12.5927	10.8223
k105_121545	1353	27.1405	27.1405	184.666
k105_121546	1012	11.8306	11.8306	11.2837
k105_164781	1295	13.869	13.869	16.6944
k105_121549	1008	36.0513	36.0513	91.1386
k105_77757	5369	26.5049	26.5049	51.371
k105_132099	2152	14.4965	14.4965	16.0522
k105_110460	1317	10.7078	10.7078	12.1967
k105_110462	1252	10.7913	10.7913	8.65577
k105_154187	5322	17.308	17.308	21.6562
k105_110467	2259	11.0526	11.0526	17.2881
k105_110469	1216	35.9765	35.9765	85.735
k105_99573	2040	19.182	19.182	40.5554
k105_23789	1639	11.9651	11.9651	12.9571
k105_45282	1084	10.3587	10.3587	13.2914
k105_45283	1028	16.2563	16.2563	34.0905
k105_164791	1136	10.3347	10.3347	9.49801
k105_2359	7847	22.5802	22.5802	39.356
k105_77766	3440	10.3897	10.3897	9.686
k105_77767	1076	19.1102	19.1102	26.95
k105_77768	1221	12.8049	12.8049	12.0974
k105_110477	1032	9.21655	9.21655	4.75099
k105_56260	2534	21.3377	21.3377	68.1054
k105_121551	1811	21.4967	21.4967	81.0369
k105_121552	2318	17.6693	17.6693	40.5852
k105_34749	1808	33.4897	33.4897	62.8608
k105_121554	1786	48.3869	48.3869	317.989
k105_154190	3040	17.5882	17.5882	21.9155
k105_132104	3609	14.7629	14.7629	22.243
k105_154191	3942	15.8283	15.8283	25.549
k105_132108	1354	39.6196	39.6204	226.874
k105_99576	4639	11.7723	11.7723	12.1109
k105_45286	7974	15.6254	15.6254	20.3044
k105_56268	1906	23.1748	23.1748	798.406
k105_56269	2658	13.1982	13.1982	29.4745
k105_88875	5783	15.1463	15.1463	18.009
k105_23791	5224	15.0863	15.0863	19.6261
k105_77770	1204	10.87	10.87	7.5453
k105_164793	2351	15.0282	15.0282	40.8357
k105_164794	1603	9.35788	9.35788	4.93656
k105_77779	1257	13.5266	13.5266	32.2007
k105_164795	2018	15.2907	15.2907	25.5293
k105_88876	5180	27.7366	27.7366	93.9432
k105_110482	4408	21.4314	21.4314	50.604
k105_121560	1064	18.5624	18.5624	79.7426
k105_121561	1072	21.962	21.962	14.7184
k105_110487	1018	10.5403	10.5403	14.8623
k105_154203	1245	33.8091	33.8091	120.615
k105_99589	3688	10.1289	10.1289	8.08636
k105_132118	1147	21.8666	21.8666	55.6418
k105_56274	1540	11.0324	11.0324	25.2696
k105_56279	1224	20.4916	20.4916	57.5792
k105_77781	2366	24.1688	24.1688	37.333
k105_23802	1244	22.255	22.255	53.8737
k105_77787	1293	78.3648	78.3648	1704.56
k105_23807	1697	21.4809	21.4809	35.1192
k105_88883	2109	10.2353	10.2353	10.186
k105_88888	1348	120.464	120.464	2016.63
k105_2370	11368	15.695	15.695	24.8698
k105_110490	2915	33.4047	33.4047	51.1804
k105_110493	3689	43.1842	43.1842	51.5729
k105_154222	1606	314.453	314.453	29337.7
k105_99597	2800	17.2981	17.2981	31.6785
k105_99607	1036	14.2777	14.2777	7.22226
k105_99608	1007	13.0117	13.0117	10.161
k105_67101	21525	106.826	106.826	249.338
k105_88892	3549	32.1142	32.1142	159.49
k105_88894	1090	8.99681	8.99681	11.5346
k105_23818	1145	11.8161	11.8161	5.56274
k105_164818	1587	21.5783	21.5783	40.747
k105_99614	2163	22.6801	22.6801	87.4072
k105_2372	6115	17.2877	17.2877	24.9582
k105_45296	14699	16.3128	16.3128	25.8504
k105_2376	1075	27.5816	27.5816	259.028
k105_110504	1068	12.1667	12.1667	14.8784
k105_121602	1526	33.2856	33.2856	93.9874
k105_143093	89725	92.4238	92.4238	170.399
k105_143094	1860	11.1251	11.1251	13.9492
k105_34750	22307	17.5491	17.5491	25.0729
k105_132135	4611	15.9233	15.9233	26.8846
k105_77790	11413	21.6675	21.6675	41.4191
k105_132137	4395	11.277	11.277	9.62963
k105_67103	1179	9.71331	9.71331	18.9635
k105_45297	3125	11.6329	11.6329	12.5969
k105_67104	1018	20.8664	20.8664	57.5253
k105_45301	1656	21.8878	21.8878	81.232
k105_67111	1161	5.62512	5.62512	1.6821
k105_67120	1116	17.6014	17.6014	47.4152
k105_45307	5080	19.8018	19.8018	26.8792
k105_67125	1036	10.2788	10.2788	4.07248
k105_67132	1280	15.0035	15.0035	42.7762
k105_67134	1221	11.0355	11.0355	24.6679
k105_88902	2603	12.4961	12.4961	11.2762
k105_88904	2046	280.448	280.448	19963
k105_67139	2214	14.4123	14.4123	15.1702
k105_88905	1871	10.2179	10.2179	17.8601
k105_132141	5706	224.603	224.603	8967.38
k105_12961	40448	26.0797	26.0797	46.0079
k105_99625	1089	8.06283	8.06283	13.8649
k105_99627	1417	15.5998	15.5998	20.2086
k105_12969	1796	11.983	11.983	17.0331
k105_121604	1106	8.10565	8.10565	7.4684
k105_143097	2821	12.3624	12.3624	12.6064
k105_121607	1043	12.7671	12.7671	13.0288
k105_143107	1521	13.283	13.283	15.622
k105_121609	3715	11.6143	11.6143	16.1911
k105_143108	1322	8.66553	8.66553	5.38756
k105_143109	1309	20.1501	20.1501	25.7771
k105_77793	2698	31.0703	31.0703	39.3518
k105_77796	1343	8.49204	8.49204	11.7133
k105_121613	4429	51.3692	51.3692	188.546
k105_77799	1048	28.539	28.539	76.1371
k105_121618	1263	9.65409	9.65409	13.9765
k105_23821	4380	20.6017	20.6017	38.9093
k105_99645	1181	10.7342	10.7342	25.0167
k105_23832	1643	18.5928	18.5934	77.6452
k105_99652	1690	8.61234	8.61234	8.50004
k105_88909	2414	12.1025	12.1025	9.42122
k105_88917	3205	13.7313	13.7313	15.2463
k105_2384	1168	10.3969	10.3969	6.98494
k105_154237	1632	35.166	35.166	105.966
k105_34758	1008	14.8298	14.8298	28.8323
k105_154239	2102	12.4401	12.4401	16.8093
k105_154243	1986	20.8045	20.8045	73.2784
k105_56282	8076	17.5262	17.5262	29.6924
k105_2385	2325	20.2984	20.2984	31.2858
k105_154244	1432	18.0608	18.0608	23.0487
k105_154248	1031	7.2815	7.2815	3.32522
k105_154251	1067	10.6401	10.6401	10.0232
k105_164831	8930	14.3887	14.3887	23.6884
k105_56285	5912	30.2818	30.2818	83.7102
k105_56290	1065	9.82186	9.82186	15.8861
k105_12976	4783	53.3991	53.3991	133.612
k105_143112	1218	12.7434	12.7434	11.9847
k105_143114	1219	181.718	181.718	1287.4
k105_143115	1087	9.84418	9.84418	6.20647
k105_34776	1206	11.8248	11.8248	16.8688
k105_45313	2354	12.8589	12.8589	21.5347
k105_23838	4775	22.5423	22.5423	44.4016
k105_154256	1174	16.2861	16.2861	24.9182
k105_132146	1786	21.8007	21.8007	102.805
k105_154258	1050	8.28778	8.28778	15.035
k105_132148	3091	27.8966	27.8966	159.202
k105_2391	6948	28.7106	28.7106	53.8778
k105_2392	1068	11.2505	11.2505	18.7572
k105_56304	1296	14.2906	14.2906	20.0386
k105_121630	1454	9.93865	9.93865	11.9225
k105_77803	4929	25.3329	25.3329	40.6901
k105_164832	1566	11.9266	11.9266	8.41299
k105_164834	1254	24.183	24.183	123.363
k105_77807	1121	15.9032	15.9032	25.3887
k105_99659	1562	25.4391	25.4391	92.1116
k105_99660	1120	11.7546	11.7546	32.2721
k105_34779	2249	10.0896	10.0896	7.9939
k105_88930	1302	12.7222	12.7222	24.908
k105_34785	1356	12.4096	12.4096	14.7151
k105_34786	1497	12.245	12.245	33.9338
k105_143118	3721	16.0991	16.0991	22.8174
k105_143122	1371	12.6405	12.6405	21.2141
k105_45321	3832	14.3778	14.3778	17.4875
k105_132159	1116	17.5435	17.5435	32.3333
k105_154265	3926	56.8006	56.8006	195.594
k105_2393	4548	30.6357	30.6357	52.3252
k105_154267	1326	75.8478	75.8478	356.071
k105_2397	1242	6.92766	6.92766	5.1469
k105_121635	1889	9.64347	9.64347	4.18697
k105_56308	1235	216.31	216.31	983.989
k105_67151	2682	12.6785	12.6785	7.67379
k105_77808	4344	14.459	14.459	18.5961
k105_164839	3087	10.2332	10.2332	13.9889
k105_77809	1121	32.5541	32.5541	79.3216
k105_164846	1096	11.4746	11.4746	13.7227
k105_164847	1939	49.7971	49.7971	156.612
k105_99677	1202	10.3194	10.3194	6.9464
k105_13006	2455	34.0308	34.0312	73.3324
k105_88934	2218	12.7732	12.7732	24.5702
k105_34795	1167	19.2271	19.2271	17.1659
k105_143129	1015	7.41503	7.41503	3.19215
k105_132166	1057	8.40463	8.40463	10.1485
k105_132172	1879	11.1828	11.1828	18.3705
k105_132173	1175	16.1815	16.1815	17.012
k105_154269	1798	13.2033	13.2033	29.04
k105_154270	1292	10.0114	10.0114	122.425
k105_2404	1168	10.1621	10.1621	11.8646
k105_121645	2827	10.8061	10.8061	9.39629
k105_110508	27419	104.228	104.228	226.474
k105_121646	1723	30.7807	30.7807	35.7807
k105_110509	2115	9.8799	9.8799	11.1964
k105_2410	3626	23.9249	23.9249	53.1709
k105_2412	1186	21.6284	21.6284	73.2928
k105_110514	1911	11.5315	11.5315	14.2536
k105_2414	1403	12.0782	12.0782	6.38526
k105_110517	1052	13.102	13.102	25.519
k105_2423	1315	9.32532	9.32532	8.97049
k105_67154	2302	34.348	34.348	38.5088
k105_77821	1153	29.6052	29.6052	98.0894
k105_77822	1813	10.3379	10.3379	17.337
k105_67157	1399	77.8151	77.8158	233.198
k105_77823	1171	14.9148	14.9148	25.7564
k105_77824	1085	51.6353	51.6353	444.318
k105_67161	2116	20.4705	20.4705	68.4396
k105_13009	1354	14.1769	14.1769	22.9486
k105_77825	3478	25.4787	25.4787	77.975
k105_56321	2584	61.3965	61.3965	252.026
k105_13011	3796	19.2858	19.2858	54.6483
k105_164848	1406	36.9395	36.9403	189.46
k105_99685	2586	13.7163	13.7163	17.1421
k105_99686	1632	319.493	319.493	966.534
k105_99690	1360	12.1636	12.1636	15.1973
k105_34807	2733	332.109	332.109	866.617
k105_34809	1452	72.9516	72.9524	221.185
k105_154284	1065	10.706	10.706	12.6629
k105_132175	1141	9.9223	9.9223	6.88588
k105_88937	5955	30.9497	30.9497	284.517
k105_132181	1245	8.22648	8.22648	3.52817
k105_143146	1102	32.9758	32.9758	77.6176
k105_23854	14409	23.8905	23.8905	37.4879
k105_143152	1358	12.168	12.168	12.5873
k105_143154	1435	20.2311	20.2311	18.8866
k105_143155	1000	22.2518	22.2518	140.935
k105_34810	4613	22.2924	22.2924	67.1991
k105_67164	1903	11.7855	11.7855	11.8957
k105_56322	7306	12.3319	12.3319	17.5008
k105_56324	1512	12.5881	12.5881	8.8934
k105_56330	1152	11.6208	11.6208	9.71221
k105_2424	3001	23.725	23.725	53.9396
k105_56338	1911	16.7138	16.7138	10.8612
k105_56339	1299	48.2019	48.2019	210.412
k105_121657	2948	20.6026	20.6026	57.2711
k105_56343	4684	24.1019	24.1019	55.683
k105_56344	1320	8.69487	8.69487	6.44317
k105_121661	1633	97.7492	97.7492	1873.61
k105_56347	1122	17.5422	17.5422	20.8355
k105_110524	1225	10.1805	10.1805	9.90783
k105_77829	2155	23.4594	23.4594	50.1967
k105_77831	1328	16.798	16.798	66.0491
k105_13015	2747	46.0905	46.0905	188.909
k105_77837	1008	26.9662	26.9662	89.5728
k105_154295	1342	26.1871	26.1871	735.931
k105_13032	1517	12.3877	12.3877	15.9521
k105_164865	11699	21.4326	21.4326	68.3967
k105_154303	1983	10.7027	10.7027	10.6643
k105_88950	1251	11.5341	11.5341	16.1819
k105_164868	5280	48.152	48.152	178.682
k105_88958	1524	15.5138	15.5138	78.1088
k105_99696	1206	12.6856	12.6856	9.96174
k105_121665	9567	70.4521	70.4521	181.417
k105_121666	1217	17.2952	17.2952	33.8799
k105_132184	1824	10.4421	10.4421	10.1332
k105_143158	1276	14.27	14.27	31.9431
k105_132191	1265	14.0888	14.0888	15.4724
k105_143162	1031	34.3553	34.3553	1745.55
k105_23860	2744	15.0389	15.0389	29.869
k105_154310	1053	11.8383	11.8383	15.4616
k105_154317	1295	32.1179	32.1179	68.069
k105_143163	2957	117.289	117.289	2510.21
k105_143165	1069	26.5876	26.5876	76.0335
k105_34821	1011	19.9233	19.9233	66.9661
k105_77838	3507	12.0328	12.0328	10.2457
k105_67174	4004	15.3936	15.3936	15.9637
k105_67177	1351	8.10824	8.10824	3.85159
k105_77839	4717	239.335	239.335	2620.15
k105_67182	1122	24.4671	24.4671	36.5045
k105_99702	4869	76.0636	76.0636	161.149
k105_99703	1569	9.08809	9.08809	5.53879
k105_99704	3263	14.6788	14.6788	45.1638
k105_132201	2994	12.4304	12.4304	18.8911
k105_13037	1366	14.4227	14.4227	29.2928
k105_88975	1313	47.0696	47.0696	280.949
k105_34831	1908	14.4289	14.4289	38.697
k105_110537	1872	41.6016	41.6016	72.1561
k105_154318	2356	14.9859	14.9859	21.0015
k105_23863	7410	16.6066	16.6066	28.9477
k105_23868	1183	10.9119	10.9119	8.58815
k105_154321	3131	15.4076	15.4076	15.8993
k105_23869	1079	9.40474	9.40474	5.45884
k105_154324	1011	27.7805	27.7805	61.6087
k105_23871	1036	15.7777	15.7777	8.3313
k105_67185	1315	16.1742	16.1742	12.699
k105_143174	1246	16.2573	16.2573	15.1283
k105_67186	1260	9.86216	9.86216	7.73841
k105_143175	2753	12.773	12.773	13.9557
k105_67187	2538	15.4154	15.4154	58.6301
k105_77844	3034	28.2132	28.2132	34.2732
k105_132214	2047	10.7723	10.7723	12.3659
k105_13046	1459	21.0558	21.0558	245.96
k105_13048	1942	11.5084	11.5084	17.159
k105_99711	3133	24.0396	24.0396	88.2139
k105_2439	2598	18.9775	18.9775	248.396
k105_2441	1020	27.7437	27.7437	64.276
k105_88980	1486	21.7448	21.7455	72.4625
k105_2442	1116	15.146	15.146	9.48025
k105_88983	2185	8.92776	8.92776	7.52817
k105_110543	1072	8.28308	8.28416	8.27091
k105_110547	1487	10.4622	10.4622	7.83856
k105_121674	1036	133.356	133.356	3364.72
k105_45339	30595	21.06	21.06	33.5355
k105_34841	5609	64.5289	64.5289	230.323
k105_164875	2010	11.2731	11.2731	18.3041
k105_56352	3445	15.7181	15.7181	31.0325
k105_99713	2073	11.4852	11.4852	34.4662
k105_23882	3940	12.3752	12.3752	15.3007
k105_154326	1917	12.3147	12.3147	23.5895
k105_132221	1317	10.862	10.862	18.294
k105_13058	2160	31.7458	31.7458	73.9317
k105_132230	1219	10.1413	10.1413	6.30866
k105_132232	1675	18.299	18.299	28.383
k105_13068	1362	22.4373	22.4373	62.0185
k105_67193	3697	25.2286	25.2286	74.9927
k105_154335	2138	21.2108	21.2108	67.1286
k105_2452	1040	9.07416	9.07416	4.93716
k105_132234	2932	72.0295	72.0298	213.786
k105_2457	2659	11.2212	11.2212	19.6088
k105_2462	1277	10.8048	10.8048	7.51778
k105_132246	1422	10.1329	10.1329	11.3395
k105_121680	1205	41.1545	41.1545	149.026
k105_77846	7259	12.6791	12.6791	10.8404
k105_77848	1119	12.4757	12.4757	10.1175
k105_34847	2337	12.7778	12.7778	17.9278
k105_143176	5281	28.4551	28.4551	60.8985
k105_143177	1246	12.4051	12.4051	9.99827
k105_34849	1718	10.2577	10.2577	13.6617
k105_164878	5123	15.8822	15.8822	26.2793
k105_45344	3937	14.821	14.821	29.0066
k105_45345	1015	14.4092	14.4092	21.5546
