contigName	contigLen	totalAvgDepth	D1DNA_map_sorted.bam	D1DNA_map_sorted.bam-var
k105_154478	2583	17.3576	17.3576	45.9279
k105_154481	1430	11.1984	11.1984	21.3476
k105_21402	1192	18.2495	18.2495	50.2815
k105_103322	10863	29.4133	29.4133	74.9858
k105_113533	3443	35.0695	35.0695	74.2478
k105_123736	2558	25.8364	25.8364	55.8726
k105_31554	1456	13.3683	13.3683	18.7309
k105_82761	1833	9.25787	9.25847	6.51042
k105_31556	1352	8.79451	8.79451	5.38403
k105_82762	1057	18.3385	18.3385	64.4008
k105_1018	1229	7.81186	7.81186	4.21596
k105_52074	1035	15.3333	15.3333	36.8923
k105_93062	1497	8.1611	8.1611	5.60031
k105_41685	3889	17.6566	17.6566	35.0054
k105_93065	2004	11.6176	11.6176	10.3205
k105_41690	1019	13.8907	13.8907	38.5237
k105_93066	1153	11.0289	11.0289	9.68676
k105_11236	1171	21.0784	21.0784	88.0449
k105_72550	6981	18.6263	18.6263	36.7158
k105_133951	4134	24.0761	24.0761	34.0005
k105_62295	5768	14.0504	14.0504	17.8981
k105_123737	1196	10.305	10.305	7.63227
k105_62299	1117	12.9597	12.9597	42.6745
k105_62300	1073	11.3196	11.3196	16.3326
k105_123744	1667	18.174	18.174	50.2599
k105_21423	1417	7.87135	7.87135	10.1296
k105_21424	1497	9.28879	9.28879	11.9841
k105_144258	3245	12.9696	12.9696	6.29898
k105_113551	1413	14.9327	14.9327	21.4844
k105_31561	1254	8.49275	8.49275	7.79141
k105_82769	1362	12.5743	12.5743	6.24965
k105_82773	1053	13.3887	13.3887	5.75008
k105_1023	1226	15.1366	15.1366	13.5376
k105_1029	1252	27.216	27.216	71.3249
k105_41691	1277	8.54303	8.54392	10.6959
k105_93067	1205	7.61327	7.61327	4.58649
k105_93074	1048	8.451	8.451	15.7261
k105_41698	1268	8.41592	8.41592	2.61558
k105_72551	1041	9.69921	9.69921	10.9004
k105_72552	2199	12.1825	12.1825	19.2021
k105_11240	4665	14.1147	14.1147	13.3205
k105_11242	1139	12.9029	12.9029	22.361
k105_133957	1451	10.5334	10.5334	15.2228
k105_133962	1319	14.1369	14.1369	9.67476
k105_123757	1003	17.68	17.68	20.577
k105_154493	1024	7.28375	7.28375	5.97668
k105_62315	1307	10.0735	10.0735	17.3433
k105_103335	1891	10.4762	10.4762	6.28061
k105_103339	1061	20.3644	20.3644	55.6604
k105_113559	3471	14.1629	14.1629	15.7051
k105_31574	2491	10.9628	10.9628	11.7967
k105_82786	1005	8.54971	8.54971	10.6787
k105_31576	1260	16.7261	16.7261	22.4984
k105_82788	1133	9.07528	9.07528	5.79271
k105_1030	2039	13.6755	13.6755	20.8561
k105_1035	1354	9.58721	9.58804	4.13604
k105_1036	1347	18.2598	18.2598	37.234
k105_52103	1254	10.635	10.635	13.0588
k105_41702	1078	9.75431	9.75431	4.75296
k105_93078	2896	17.4545	17.4545	31.2804
k105_11243	1101	15.4932	15.4932	26.4361
k105_11244	1633	8.79029	8.79029	5.06595
k105_133964	2179	12.2371	12.2371	13.7994
k105_93083	1207	8.01608	8.01608	2.82077
k105_62318	1736	12.1658	12.1658	13.939
k105_123768	1209	11.1851	11.1851	8.34946
k105_154501	2386	11.2974	11.2974	9.77945
k105_154505	2451	13.6271	13.6271	16.674
k105_103351	1228	8.48145	8.48145	7.83397
k105_21441	2639	18.2274	18.2274	19.9185
k105_21444	1071	25.6906	25.6906	99.5313
k105_82792	3055	12.801	12.801	16.2537
k105_133969	1242	14.6529	14.6529	13.9079
k105_31579	1000	8.52	8.52	7.49612
k105_31587	2206	12.3799	12.3799	17.9662
k105_52105	1081	8.93555	8.93555	7.68613
k105_1042	1466	7.98936	7.98936	4.89571
k105_41711	1993	25.9208	25.9208	70.3847
k105_72570	1114	13.2251	13.2251	32.6127
k105_41715	1699	12.736	12.736	9.33011
k105_41716	1085	19.7112	19.7112	62.94
k105_72576	1120	8.44845	8.44845	4.87712
k105_41717	1284	9.22222	9.22222	6.98677
k105_11254	1321	13.1691	13.1691	14.3731
k105_123769	1352	9.92762	9.92762	9.62093
k105_123774	2971	15.2081	15.2081	30.4839
k105_113580	1059	8.13201	8.13311	7.24549
k105_154509	1215	8.90141	8.90141	19.6096
k105_62320	7394	29.0065	29.0065	57.3112
k105_154512	3471	10.1159	10.1159	14.0074
k105_103360	1753	29.3026	29.3026	63.7194
k105_103364	1525	9.92873	9.92873	8.33542
k105_144294	2038	17.1562	17.1562	37.4519
k105_133986	1108	15.9238	15.9238	52.5905
k105_52113	2521	13.2585	13.2585	23.001
k105_1047	1351	11.4888	11.4888	18.3369
k105_1052	1571	22.038	22.038	56.5408
k105_52117	1482	12.976	12.976	20.411
k105_72581	1239	12.0413	12.0413	13.3613
k105_41718	1969	27.2386	27.2386	86.6252
k105_41720	1918	34.2879	34.2879	51.9732
k105_41721	1428	9.23474	9.23474	8.53214
k105_93098	1250	9.88091	9.88091	5.94303
k105_11270	1210	32.0377	32.0377	86.4217
k105_93108	1061	9.77058	9.77058	11.5242
k105_93109	1303	10.5169	10.5169	28.8419
k105_113583	1034	8.26923	8.26923	7.33852
k105_113587	1676	20.9843	20.9843	30.5936
k105_113589	1702	12.9388	12.9388	16.389
k105_154518	1253	9.55848	9.55848	12.9274
k105_62331	4740	19.9231	19.9231	32.1199
k105_103366	2234	20.0202	20.0202	43.9871
k105_82810	2945	12.5084	12.5084	15.5363
k105_133994	1347	12.604	12.604	8.94681
k105_133996	1238	34.5515	34.5515	388.34
k105_31604	2459	13.6146	13.6146	34.231
k105_133998	1462	10.0053	10.0053	14.6354
k105_52120	2730	13.1116	13.1116	26.2356
k105_1067	1580	14.9853	14.9853	35.8299
k105_41726	1298	56.9852	56.9852	676.524
k105_11274	1885	10.3568	10.3568	7.58603
k105_11275	1192	19.7102	19.7102	96.7112
k105_93114	1048	12.0512	12.0512	8.78891
k105_93115	1138	14.4747	14.4747	27.4249
k105_11279	1153	7.96112	7.96112	3.81586
k105_93117	1688	9.01886	9.01886	5.81163
k105_123795	1174	7.06055	7.06055	3.53298
k105_113596	1078	12.0377	12.0377	10.2003
k105_154524	2905	16.4501	16.4505	26.695
k105_21475	1220	18.5654	18.5654	51.8398
k105_21476	2215	14.9661	14.9661	21.6926
k105_103386	1417	11.4167	11.4167	12.1563
k105_144308	6620	16.6148	16.6148	30.6645
k105_82820	1081	12.1697	12.1697	17.5411
k105_82826	1955	14.123	14.123	14.2565
k105_144317	1985	18.1204	18.1204	40.0984
k105_134001	1397	12.1556	12.1556	27.9116
k105_134002	1089	10.6486	10.6486	13.6013
k105_31606	4667	20.9632	20.9635	56.1554
k105_134003	2167	17.9891	17.9891	45.3292
k105_134004	1796	10.3584	10.3584	10.3955
k105_31609	1438	22.4938	22.4938	80.3061
k105_1068	1022	10.9679	10.9679	7.05978
k105_1069	1338	15.1869	15.1869	30.9592
k105_52135	1537	8.02307	8.02307	4.1784
k105_72582	11398	87.7618	87.7618	535.378
k105_72587	1578	8.89706	8.89706	5.68874
k105_93120	2437	12.6506	12.6506	11.9393
k105_11293	1046	19.5045	19.5045	53.6313
k105_93124	1964	10.4366	10.4366	7.63829
k105_113600	1218	6.40543	6.40543	4.01073
k105_123800	2368	12.5523	12.5523	19.6394
k105_113602	1084	9.16809	9.16809	7.97704
k105_113603	1811	20.0963	20.0963	50.8184
k105_154535	1077	12.8975	12.8975	11.4161
k105_154536	1946	12.0974	12.0974	8.70305
k105_103389	1215	8.31925	8.31925	7.67619
k105_21483	1033	12.1552	12.1552	17.0314
k105_144327	1180	8.4534	8.4534	6.47349
k105_82832	4234	16.3761	16.3761	18.2906
k105_144328	1591	21.1353	21.1353	36.2838
k105_134011	2861	46.4128	46.4128	76.8978
k105_31621	1417	10.7987	10.7987	8.58899
k105_134012	1645	10.8435	10.8441	5.32171
k105_1071	4960	13.5503	13.5503	23.7316
k105_52138	2985	14.0988	14.0988	13.9019
k105_1075	1152	9.52894	9.52894	7.22043
k105_52145	1001	6.92362	6.92362	1.88004
k105_41747	4758	34.4742	34.4742	93.3022
k105_72598	1001	10.168	10.168	18.6717
k105_93128	2395	10.2757	10.2762	10.0904
k105_113612	1238	10.6719	10.6719	11.0061
k105_113613	1373	15.0106	15.0106	17.2463
k105_62359	1056	9.34768	9.34768	9.74312
k105_154540	1141	23.995	23.995	43.1264
k105_154541	1367	22.2851	22.2851	35.1172
k105_62365	2993	13.0658	13.0658	12.585
k105_21493	1131	13.0398	13.0398	12.6076
k105_21497	1675	10.8951	10.8951	11.4733
k105_82834	1124	39.0903	39.0903	80.8449
k105_82837	1954	8.94678	8.94678	8.43539
k105_52146	1242	27.3819	27.3819	24.5409
k105_134021	1645	12.3973	12.3973	10.7149
k105_52153	1090	19.3255	19.3255	51.9962
k105_144341	1254	11.779	11.779	6.54041
k105_41755	1378	10.2378	10.2378	8.69163
k105_72608	1129	6.72319	6.72319	5.18405
k105_41759	1133	14.0295	14.0295	30.6824
k105_41762	1501	18.3531	18.3538	28.731
k105_93130	2340	8.65982	8.65982	3.62338
k105_21502	1559	7.74095	7.74095	4.40652
k105_93131	2729	22.9097	22.91	56.3421
k105_93133	1444	12.8709	12.8709	17.1952
k105_113618	1420	10.9622	10.963	13.2098
k105_11314	2063	11.6351	11.6351	9.61889
k105_103415	1880	13.9769	13.9769	42.7722
k105_154549	1622	11.6128	11.6128	26.0131
k105_103417	1013	18.861	18.8621	57.2813
k105_154550	1283	10.8473	10.8473	11.6489
k105_103421	2453	11.4811	11.4811	11.8084
k105_31633	1363	12.5713	12.5713	24.0882
k105_82845	1046	8.33594	8.33594	10.3842
k105_31635	1739	7.11328	7.11328	3.40022
k105_82849	3233	15.6834	15.6834	22.0378
k105_134025	1170	8.32255	8.32255	8.69172
k105_144345	2532	14.7309	14.7309	25.0881
k105_72615	2578	16.9547	16.9547	20.3153
k105_41767	1020	10.877	10.877	25.162
k105_41771	2078	10.6027	10.6027	7.9988
k105_93136	1399	10.7038	10.7038	10.3689
k105_93145	1091	13.7535	13.7535	13.786
k105_11320	1866	16.7232	16.7232	117.512
k105_123826	5317	8.94078	8.94078	8.29392
k105_62367	8198	17.9141	17.9141	26.2776
k105_62374	1195	35.6105	35.6105	91.349
k105_103425	1103	12.8069	12.8069	39.3242
k105_154557	4220	35.0742	35.0742	120.878
k105_134033	2699	11.9431	11.9431	12.4335
k105_52154	8220	15.8537	15.8537	22.083
k105_134037	1302	17.2326	17.2326	44.1093
k105_1087	10776	19.4864	19.4864	32.5373
k105_144358	1229	9.17887	9.17887	9.16367
k105_1091	2870	32.1478	32.1478	91.8613
k105_72624	1899	16.8428	16.8428	43.1589
k105_41773	2841	14.5113	14.5113	15.853
k105_72631	1075	8.89297	8.89297	5.64761
k105_72633	1363	13.7106	13.7106	15.9318
k105_21519	2183	14.1909	14.1909	27.5117
k105_93152	1132	13.1548	13.1548	19.6888
k105_11329	1336	9.54047	9.54047	13.3912
k105_113649	1429	11.3237	11.3237	13.903
k105_11333	1853	10.9659	10.9659	10.4736
k105_11334	1031	13.5948	13.5948	19.4254
k105_123835	1715	38.9949	38.9949	143.458
k105_62377	1067	8.3904	8.3904	2.14437
k105_123836	1170	12.3559	12.3559	18.1097
k105_62379	1583	31.4138	31.4138	282.621
k105_123840	2619	16.9619	16.9619	19.1388
k105_103433	1611	8.73169	8.73169	9.00873
k105_154570	1495	11.4952	11.4952	8.02546
k105_82854	4676	20.492	20.492	21.1268
k105_82859	1010	10.5791	10.5791	4.55136
k105_31648	8463	34.9414	34.9414	130.327
k105_134044	1940	12.8134	12.8134	12.0044
k105_52157	9333	35.9993	35.9993	241.33
k105_1099	1823	8.33413	8.33413	4.25969
k105_144376	1099	9.56164	9.56164	11.5946
k105_41785	1106	8.85042	8.85042	5.53048
k105_72636	3837	38.729	38.729	175.002
k105_41790	1035	12.4983	12.4983	26.4426
k105_93168	1350	10.5642	10.5642	11.7574
k105_113661	1098	15.6751	15.6751	19.0686
k105_11339	4099	22.6764	22.6764	71.7829
k105_123843	1232	12.5314	12.5314	27.3666
k105_103445	1421	11.2455	11.2455	8.65782
k105_103448	1331	10.149	10.149	9.1981
k105_103451	1562	22.9242	22.9242	56.7818
k105_82861	4235	14.5515	14.5515	29.662
k105_82862	1118	7.81508	7.81508	12.7197
k105_82864	1423	8.56481	8.56481	7.25229
k105_134050	4011	25.3999	25.3999	46.1305
k105_52163	1214	22.9051	22.9051	73.659
k105_134054	2652	25.3465	25.3465	162.357
k105_1103	1053	9.11628	9.11628	7.79689
k105_144378	1485	12.5925	12.5925	12.411
k105_144379	1593	12.043	12.043	11.2368
k105_144380	1241	7.88268	7.88268	3.22107
k105_72642	1488	9.47683	9.47683	8.03274
k105_72643	1133	22.7894	22.7894	79.032
k105_41798	1095	12.4275	12.4275	13.8721
k105_72644	1057	6.15436	6.15436	4.21015
k105_93170	1405	11.3363	11.3363	16.6652
k105_21546	1582	21.0782	21.0782	131.061
k105_11342	1922	12.5107	12.5107	16.483
k105_113667	1327	8.31776	8.31776	6.94489
k105_11347	1072	6.56616	6.56616	6.41307
k105_123853	3177	12.4678	12.4678	14.3159
k105_62380	12930	32.0157	32.0157	62.5207
k105_103453	1106	11.4393	11.4393	5.83822
k105_154579	5563	96.116	96.116	369.628
k105_82868	1365	14.7267	14.7267	31.5431
k105_52168	2464	11.9533	11.9533	13.7687
k105_52172	1380	20.261	20.261	12.3492
k105_144385	2579	13.9687	13.9687	11.9373
k105_144389	1117	95.9866	95.9866	239.024
k105_1118	1353	18.202	18.202	45.0082
k105_41801	2483	18.5041	18.5041	34.307
k105_1122	1271	7.71454	7.71454	4.13807
k105_41803	2096	8.85098	8.85098	12.2575
k105_72646	2752	25.4105	25.4105	45.0171
k105_72651	1168	72.7279	72.7279	720.482
k105_21561	2922	13.7587	13.7587	15.9486
k105_93186	1399	10.0104	10.0112	16.9373
k105_31672	1105	52.0021	52.0021	577.3
k105_62383	2387	10.9973	10.9973	14.8292
k105_31675	1338	9.72138	9.72138	12.8667
k105_31676	1965	11.5355	11.5355	6.75162
k105_103465	1488	10.361	10.361	8.18298
k105_103468	1645	19.4174	19.4174	40.8724
k105_82870	6530	15.7426	15.7426	24.9823
k105_52174	1111	18.5931	18.5931	118.689
k105_82875	1104	10.8208	10.8208	15.9983
k105_134064	2709	16.5889	16.5889	24.3884
k105_144390	1646	10.4786	10.4786	8.81826
k105_144393	1530	18.3428	18.3428	42.2245
k105_134068	3859	24.6533	24.6533	87.1311
k105_1132	1190	17.9029	17.9029	15.7875
k105_1133	2307	17.2749	17.2749	25.6967
k105_154603	1493	8.64929	8.65004	15.5689
k105_1135	1190	13.9673	13.9673	22.3318
k105_41811	1273	15.3028	15.3028	37.2436
k105_72661	1314	7.67955	7.67955	3.38737
k105_41812	1970	12.4555	12.4555	17.0849
k105_41814	1012	10.2216	10.2216	8.60243
k105_93195	1054	16.3949	16.396	105.876
k105_93197	1163	8.23692	8.23692	15.5762
k105_113672	10735	17.5795	17.5795	27.9
k105_11366	3753	13.1055	13.1055	18.1742
k105_62394	1060	10.8	10.8	8.81365
k105_62396	1108	8.67015	8.67015	15.331
k105_31683	1353	10.6725	10.6725	8.64643
k105_62400	1294	12.528	12.528	10.8706
k105_31684	2912	14.7419	14.7419	33.6744
k105_103477	1980	11.5148	11.5148	10.3605
k105_103481	1408	31.6876	31.6876	40.6605
k105_103482	1027	14.423	14.423	74.6575
k105_52182	1794	21.2549	21.2549	66.3548
k105_82885	1827	19.2958	19.2958	47.1786
k105_134080	1371	9.59869	9.59869	10.7766
k105_154610	2508	17.8783	17.8783	23.2533
k105_154614	1045	11.1162	11.1162	7.38256
k105_72672	1095	15.8593	15.8593	18.53
k105_72673	1353	11.4048	11.4048	18.8285
k105_11371	1208	8.94707	8.94707	10.105
k105_113678	1377	9.80033	9.80033	16.5759
k105_11375	1515	10.9846	10.9846	7.10312
k105_113682	1828	10.4011	10.4011	9.9888
k105_62403	1223	13.6952	13.6952	5.85572
k105_31685	2694	14.6266	14.6266	17.0001
k105_62409	1580	10.7098	10.7098	15.2656
k105_31687	1705	15.4637	15.4637	26.209
k105_31688	1062	17.5888	17.5888	28.7736
k105_103485	1539	18.198	18.198	15.937
k105_123886	4518	13.7642	13.7642	28.7276
k105_103487	2644	14.1083	14.1083	14.3317
k105_82897	1588	8.93115	8.93115	8.15049
k105_52202	1335	25.2481	25.2481	92.2188
k105_52203	1442	12.3127	12.3127	10.339
k105_144394	8678	13.2428	13.2428	18.2957
k105_134087	1179	12.9407	12.9407	23.4275
k105_144398	2790	14.178	14.178	31.5537
k105_1138	5848	14.3205	14.3205	32.6593
k105_154615	1607	8.57584	8.57653	10.552
k105_1139	1136	6.64604	6.64604	1.92434
k105_1141	3030	20.2174	20.2174	57.6837
k105_41823	3249	10.8612	10.8612	16.0597
k105_72676	1127	8.05732	8.05732	3.65245
k105_72684	1257	12.3514	12.3514	16.5807
k105_41824	4463	17.6082	17.6082	49.1557
k105_93217	2299	11.4439	11.4439	18.6166
k105_21583	4933	14.71	14.71	37.3086
k105_11379	2953	20.8887	20.8887	84.7382
k105_11380	1046	8.60603	8.60714	9.88795
k105_113692	2837	15.6818	15.6818	21.5586
k105_11383	1154	11.995	11.995	11.2173
k105_62411	1437	12.0699	12.0699	17.7852
k105_103489	1627	9.83751	9.83751	9.19311
k105_103490	1535	8.06787	8.06787	17.0965
k105_103491	1042	9.46749	9.46749	15.0685
k105_31689	5835	13.3105	13.3105	20.4534
k105_62413	1107	11.2665	11.2665	7.04502
k105_123895	1956	12.0897	12.0897	12.1681
k105_62415	1215	12.046	12.046	9.0966
k105_62416	2595	14.1755	14.1755	26.9295
k105_52206	4258	16.0998	16.0998	29.9185
k105_82898	2489	29.3989	29.3989	74.599
k105_144404	1113	14.6989	14.6989	14.903
k105_93220	6416	23.6609	23.6609	61.8072
k105_93224	1284	22.9647	22.9647	69.8435
k105_154622	7737	14.8234	14.8234	20.5733
k105_93225	1506	9.84882	9.84882	6.29818
k105_134093	1177	11.518	11.518	6.01797
k105_41827	2099	10.6485	10.6485	12.4816
k105_134094	2362	9.0113	9.0113	8.06458
k105_134098	1593	7.47193	7.47193	5.04407
k105_21593	1298	15.7561	15.7561	40.3903
k105_1153	1266	10.414	10.4149	7.70666
k105_113695	1064	13.93	13.93	25.7169
k105_11389	1679	14.9281	14.9281	35.3626
k105_113697	4273	19.1458	19.1458	47.1432
k105_103499	2383	22.3645	22.3645	67.384
k105_31695	1338	10.8729	10.8729	10.3031
k105_123906	1644	10.336	10.336	12.2567
k105_123909	1256	8.56148	8.56239	6.13955
k105_62423	3152	32.3851	32.3851	332.943
k105_123910	1624	10.7123	10.7123	10.3802
k105_62425	1010	12.4523	12.4523	24.851
k105_72697	1507	11.4606	11.4613	11.3401
k105_72706	1298	9.48519	9.48519	7.35372
k105_144414	1408	16.7043	16.7043	49.6691
k105_82923	1781	37.9215	37.9215	234.096
k105_144419	1617	12.0552	12.0552	11.2118
k105_93228	1188	26.2649	26.2649	37.0532
k105_154627	1132	14.111	14.111	24.8389
k105_154628	1000	11.6788	11.6788	9.63641
k105_93230	1213	13.6341	13.6341	19.1023
k105_93231	1152	9.33832	9.33832	6.7196
k105_41836	2250	70.3062	70.3062	449.996
k105_41839	1189	12.0385	12.0385	11.2663
k105_134104	3786	23.3127	23.3127	52.2739
k105_41841	2015	10.9786	10.9786	12.1838
k105_21601	3496	84.5885	84.5885	494.918
k105_21603	1741	8.97172	8.97172	4.21492
k105_113699	2060	15.1387	15.1387	21.1871
k105_11395	4421	28.9373	28.9373	234.521
k105_11399	1322	19.8643	19.8643	46.828
k105_62431	1212	10.0009	10.0009	13.4524
k105_123913	3770	15.4428	15.4428	33.0032
k105_62433	1914	17.0635	17.0635	20.1639
k105_123915	1075	9.83027	9.83027	5.1822
k105_72709	1102	8.58193	8.58193	4.68727
k105_52226	1728	9.26806	9.26806	16.5184
k105_72716	1368	14.1519	14.1519	16.6252
k105_52227	2418	11.4308	11.4308	12.9661
k105_82926	1318	14.149	14.149	19.3832
k105_144425	1084	22.06	22.06	17.0317
k105_82932	1070	8.81304	8.81304	18.6679
k105_144429	1093	20.4125	20.4125	10.1428
k105_154641	1566	12.3531	12.3531	13.3734
k105_134105	1870	12.8198	12.8198	35.2112
k105_41847	1180	13.9291	13.9291	14.0873
k105_41851	1142	11.4284	11.4284	14.6266
k105_1172	1201	9.28164	9.28164	10.0405
k105_21606	2246	10.1918	10.1918	13.6844
k105_11401	1173	10.1515	10.1515	13.207
k105_1176	1785	9.12416	9.12416	5.59351
k105_113708	2288	23.492	23.492	67.0929
k105_62436	1304	18.1655	18.1655	33.1668
k105_62437	1200	10.2895	10.2895	12.3642
k105_21611	1020	10.5379	10.5379	22.0464
k105_62438	1301	7.42311	7.42311	4.81476
k105_21614	1058	16.913	16.913	35.3055
k105_62442	1157	10.3505	10.3505	10.6474
k105_72719	1472	7.96142	7.96142	6.29752
k105_52232	1143	12.8399	12.8399	7.13665
k105_72720	1831	32.7448	32.7454	28.403
k105_52233	1149	11.3423	11.3423	12.9148
k105_52234	1380	21.2537	21.2537	45.5792
k105_82935	1029	10.9488	10.9488	24.2103
k105_144430	1044	13.7685	13.7685	18.1916
k105_93232	7964	27.7958	27.7958	68.0881
k105_93233	1418	12.5978	12.5978	35.5192
k105_154650	1141	8.81937	8.81937	5.23098
k105_154652	1076	8.93952	8.93952	6.69473
k105_134116	1757	9.07654	9.07654	8.77808
k105_41855	1120	15.8979	15.8979	24.1248
k105_134119	1242	9.47802	9.47802	7.2635
k105_134121	1022	7.11239	7.11239	5.74625
k105_41861	1093	12.088	12.088	5.2205
k105_1179	1587	10.6054	10.6054	14.3644
k105_1181	1802	8.97155	8.97155	6.61762
k105_123943	1156	8.17594	8.17594	5.44063
k105_113718	1053	10.1118	10.1118	8.57397
k105_11414	1022	9.0539	9.0539	4.41614
k105_113723	2185	15.6988	15.6988	31.5449
k105_113725	1249	17.1947	17.1947	54.0203
k105_103531	1651	9.8974	9.8974	9.24948
k105_31703	10849	106.484	106.484	344.503
k105_103533	1285	8.73304	8.73304	11.3
k105_103538	1064	13.9486	13.9486	13.9875
k105_62447	1092	11.5117	11.5117	16.4945
k105_21626	1838	17.8128	17.8128	52.5741
k105_82952	1910	11.6892	11.6892	33.9698
k105_144442	3157	9.96242	9.96242	9.58299
k105_82955	1178	14.5039	14.5039	11.9523
k105_93244	1407	12.6189	12.6197	11.583
k105_154658	2297	11.1463	11.1463	18.3029
k105_93249	1139	10.4166	10.4166	8.09548
k105_154659	2925	13.6068	13.6068	38.2276
k105_41866	1211	9.9689	9.9689	9.94148
k105_134132	1044	23.6577	23.6577	89.8894
k105_134133	2256	10.0655	10.0655	10.7662
k105_41874	1148	8.60521	8.60521	10.7166
k105_134134	1059	13.0484	13.0484	25.5373
k105_1185	1749	19.7367	19.7373	76.4604
k105_123947	1563	12.627	12.627	12.4309
k105_1192	1891	12.0258	12.0258	12.9114
k105_123953	1148	13.5792	13.5792	15.7666
k105_123954	1453	17.7398	17.7398	89.2893
k105_11418	4855	30.657	30.657	93.0556
k105_113733	3259	13.2776	13.2776	20.456
k105_31708	4091	14.0348	14.0348	18.5459
k105_103544	2382	105.739	105.739	382.483
k105_103545	1056	14.7384	14.7384	46.8939
k105_31714	1622	14.627	14.627	25.0865
k105_62457	1041	8.96409	8.96409	6.74027
k105_52244	2658	13.3967	13.3967	16.4843
k105_52247	1222	10.931	10.931	8.10917
k105_21628	2379	17.0682	17.0682	41.0913
k105_72744	1061	9.82108	9.82108	16.6306
k105_21636	1238	9.03585	9.03585	7.95176
k105_72747	1098	12.0728	12.0728	9.27347
k105_144446	1825	14.5499	14.5499	11.366
k105_154663	1099	12.1423	12.1423	10.0061
k105_93253	1835	13.1264	13.1264	15.1236
k105_93254	1001	10.0917	10.0917	6.3657
k105_154670	1811	16.2571	16.2577	32.7961
k105_93259	1793	12.8935	12.8935	22.5678
k105_123956	1291	9.08063	9.08063	7.10403
k105_134144	1172	14.9667	14.9667	11.3897
k105_1196	1860	13.9462	13.9462	15.2821
k105_11433	1049	8.3059	8.3059	3.92746
k105_1198	2749	28.6987	28.6987	86.9017
k105_113734	1966	12.0182	12.0182	13.1925
k105_41881	1696	11.4722	11.4722	9.46607
k105_113738	1273	14.9038	14.9038	19.6787
k105_41882	1967	12.6307	12.6307	18.885
k105_113740	1119	10.6202	10.6202	20.7131
k105_103546	4772	14.8364	14.8364	13.6223
k105_52252	1481	14.7047	14.7047	26.5721
k105_52253	2123	99.7005	99.7005	530.63
k105_62469	1390	8.25726	8.25726	5.58753
k105_62474	1669	8.77288	8.77353	5.43351
k105_72752	1071	9.46688	9.46688	18.7079
k105_21645	1911	10.1959	10.1959	7.05876
k105_144459	1063	9.92114	9.92114	15.3139
k105_82968	3329	34.9409	34.9409	70.5956
k105_144460	3065	15.9791	15.9791	31.1922
k105_93266	1005	16.5591	16.5591	46.3546
k105_154671	1105	13.4942	13.4942	14.7702
k105_134148	1440	13.0783	13.0783	16.6152
k105_134152	1063	10.9595	10.9595	6.93363
k105_134153	1022	22.2787	22.2787	60.5253
k105_123971	2577	21.9168	21.9168	77.6534
k105_1203	1361	10.8472	10.8472	30.146
k105_11444	1003	18.1512	18.1512	85.9806
k105_1209	1367	17.2284	17.2284	33.9872
k105_11445	1255	12.2516	12.2516	10.6124
k105_11447	1091	11.8831	11.8831	16.7969
k105_41883	1083	31.7063	31.7063	212.652
k105_41890	1283	14.0441	14.0441	48.6428
k105_113748	1557	14.4783	14.4783	19.2924
k105_52256	1441	14.4059	14.4059	23.7885
k105_113750	1105	8.85969	8.85969	11.4415
k105_52258	1345	50.0753	50.0761	500.38
k105_82976	2432	12.3436	12.344	18.7299
k105_31732	1955	10.0953	10.0953	11.8357
k105_31734	1540	12.0597	12.0597	14.2419
k105_62481	1473	9.83069	9.83069	8.99702
k105_21657	2126	15.4954	15.4954	27.3225
k105_62483	3116	15.1473	15.1473	33.1643
k105_21661	1008	9.43124	9.43124	11.284
k105_144462	1925	19.8659	19.8659	90.3382
k105_144463	1174	18.3574	18.3574	42.1615
k105_154686	2217	12.5264	12.5264	21.0772
k105_72768	1305	12.2398	12.2398	9.09927
k105_72771	1104	7.63836	7.63836	6.60255
k105_134154	3393	17.5461	17.5461	20.182
k105_123978	1288	14.1204	14.1204	26.7146
k105_134163	1231	8.3173	8.3173	3.57237
k105_1210	1363	16.1426	16.1426	39.6962
k105_11450	1633	15.2812	15.2812	23.483
k105_1211	1034	23.3733	23.3733	96.1073
k105_1212	1200	8.24667	8.24667	11.3928
k105_11454	1338	8.02189	8.02189	4.89086
k105_1213	1174	10.5264	10.5264	7.43616
k105_1216	1145	11.4523	11.4523	12.7047
k105_103566	2254	11.7072	11.7072	11.4169
k105_41899	1203	13.2602	13.2602	9.80673
k105_41900	3247	11.8227	11.8227	16.6389
k105_52276	1550	10.2464	10.2464	8.25017
k105_82994	1077	11.1564	11.1564	11.2033
k105_62491	1022	71.2248	71.2248	1407.18
k105_21669	2207	24.5489	24.5489	86.3869
k105_93270	8057	13.0401	13.0401	18.5772
k105_93272	1081	11.189	11.189	18.0997
k105_93273	1173	19.8719	19.8719	44.8613
k105_144465	8877	100.916	100.916	322.128
k105_154694	1201	15.6289	15.6289	32.725
k105_154696	1938	15.5073	15.5073	37.7811
k105_123984	2040	21.4741	21.4741	102.425
k105_134169	1911	18.6468	18.6468	42.1537
k105_123985	2872	14.417	14.417	18.3411
k105_134173	1244	9.234	9.234	5.77684
k105_123986	2136	13.0755	13.0755	21.2135
k105_11465	2567	20.2578	20.2578	71.5942
k105_1218	5425	24.061	24.061	33.611
k105_103568	7671	34.9419	34.9419	98.9067
k105_103571	1484	8.18366	8.18366	8.71419
